Timestamp;Project;Model;Model Name;PromptType;Resolution;Resolution Name;RunID;Test Type;TestModule;ReadableName;Status;ExecutionTime(sec);Step count;ErrorType;Manual Check;UpdateStatus
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;2;process;test_filter;Application of filters process;SUCCESS;25.29;3;OK;OK;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;1;process;test_addtocart;Add to cart process;SUCCESS;25.4;9;OK;OK;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;2;process;test_checkout;Checkout process;SUCCESS;29.41;21;OK;OK;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;2;process;test_addtocart;Add to cart process;FAIL;35.59;1;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;1;process;test_filter;Application of filters process;FAIL;36.83;1;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;3;process;test_filter;Application of filters process;SUCCESS;19.77;3;OK;OK;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;4;process;test_addtocart;Add to cart process;SUCCESS;15.92;9;OK;OK;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;3;process;test_addtocart;Add to cart process;FAIL;33.64;1;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;5;process;test_addtocart;Add to cart process;SUCCESS;9.36;9;OK;OK;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;4;process;test_checkout;Checkout process;FAIL;32.62;1;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;4;process;test_filter;Application of filters process;ERROR;37.46;5;Timeout;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;5;process;test_checkout;Checkout process;ERROR;28.44;1;Timeout;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;1;process;test_filter;Application of filters process;SUCCESS;10.27;5;OK;OK;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;5;process;test_filter;Application of filters process;FAIL;35.15;4;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;1;process;test_addtocart;Add to cart process;FAIL;32.39;1;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;1;process;test_checkout;Checkout process;ERROR;27.75;1;Timeout;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;2;process;test_addtocart;Add to cart process;FAIL;30.96;1;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;2;process;test_filter;Application of filters process;FAIL;20.6;4;AssertionError;TRUE;MB
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;2;process;test_checkout;Checkout process;ERROR;32.13;1;Timeout;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;3;process;test_checkout;Checkout process;ERROR;31.15;1;Timeout;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;3;process;test_addtocart;Add to cart process;FAIL;44.11;1;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;4;process;test_filter;Application of filters process;SUCCESS;20.51;3;OK;OK;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;4;process;test_checkout;Checkout process;ERROR;33.33;1;Timeout;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;3;process;test_filter;Application of filters process;FAIL;50.7;4;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;4;process;test_addtocart;Add to cart process;FAIL;44.1;9;AssertionError;TRUE;MB
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;5;process;test_filter;Application of filters process;FAIL;11.21;2;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;5;process;test_addtocart;Add to cart process;FAIL;30.0;1;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;1;process;test_filter;Application of filters process;FAIL;14.14;3;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;768;768x768;5;process;test_checkout;Checkout process;ERROR;27.38;1;Timeout;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;2;process;test_addtocart;Add to cart process;SUCCESS;15.13;9;OK;OK;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;1;process;test_addtocart;Add to cart process;ERROR;35.02;9;Timeout;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;4;process;test_addtocart;Add to cart process;FAIL;8.06;9;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;2;process;test_filter;Application of filters process;FAIL;34.17;4;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;3;process;test_addtocart;Add to cart process;FAIL;30.75;9;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;3;process;test_checkout;Checkout process;ERROR;29.74;1;Timeout;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;3;process;test_filter;Application of filters process;FAIL;38.35;4;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;4;process;test_filter;Application of filters process;FAIL;24.15;7;AssertionError;TRUE;MB
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;5;process;test_filter;Application of filters process;FAIL;19.51;5;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;4;process;test_checkout;Checkout process;ERROR;27.81;1;Timeout;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;1;process;test_addtocart;Add to cart process;SUCCESS;10.01;9;OK;OK;
20250422_165504;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;5;process;test_addtocart;Add to cart process;FAIL;37.1;1;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;1;process;test_checkout;Checkout process;ERROR;11.48;10;ClickIntercepted;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;2;process;test_addtocart;Add to cart process;SUCCESS;12.97;9;OK;OK;
20250422_165504;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;2;process;test_checkout;Checkout process;FAIL;14.96;9;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;1;process;test_filter;Application of filters process;ERROR;31.05;2;Timeout;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;2;process;test_filter;Application of filters process;ERROR;14.42;4;NoSuchElement;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;3;process;test_checkout;Checkout process;ERROR;11.83;11;ElementNotInteractable;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;4;process;test_addtocart;Add to cart process;SUCCESS;10.56;9;OK;OK;
20250422_165504;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;3;process;test_filter;Application of filters process;FAIL;13.57;3;AssertionError;FALSE;
20250422_165504;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;3;process;test_addtocart;Add to cart process;ERROR;29.95;5;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;4;process;test_checkout;Checkout process;ERROR;22.01;16;ClickIntercepted;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;4;process;test_filter;Application of filters process;FAIL;21.26;4;AssertionError;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;5;process;test_filter;Application of filters process;FAIL;22.06;3;AssertionError;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;5;process;test_checkout;Checkout process;ERROR;36.81;9;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;5;process;test_addtocart;Add to cart process;ERROR;36.53;7;Timeout;TRUE;MB
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;1;process;test_addtocart;Add to cart process;SUCCESS;16.69;9;OK;OK;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;1;process;test_checkout;Checkout process;ERROR;22.88;17;ClickIntercepted;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;1;process;test_filter;Application of filters process;SUCCESS;22.99;7;OK;OK;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;2;process;test_addtocart;Add to cart process;SUCCESS;18.0;9;OK;OK;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;2;process;test_checkout;Checkout process;ERROR;22.37;20;ClickIntercepted;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;3;process;test_checkout;Checkout process;ERROR;13.43;10;ClickIntercepted;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;2;process;test_filter;Application of filters process;ERROR;29.85;1;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;4;process;test_addtocart;Add to cart process;SUCCESS;8.81;9;OK;OK;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;3;process;test_filter;Application of filters process;FAIL;15.74;6;AssertionError;TRUE;MB
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;3;process;test_addtocart;Add to cart process;FAIL;32.07;5;AssertionError;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;5;process;test_addtocart;Add to cart process;SUCCESS;15.42;9;OK;OK;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;4;process;test_filter;Application of filters process;FAIL;22.45;2;AssertionError;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;5;process;test_filter;Application of filters process;FAIL;18.18;4;AssertionError;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;4;process;test_checkout;Checkout process;ERROR;39.29;9;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;768;768x768;5;process;test_checkout;Checkout process;ERROR;33.84;9;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;1;process;test_addtocart;Add to cart process;SUCCESS;16.26;9;OK;OK;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;1;process;test_checkout;Checkout process;ERROR;14.51;10;ElementNotInteractable;TRUE;MB
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;2;process;test_checkout;Checkout process;ERROR;18.6;20;ClickIntercepted;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;2;process;test_addtocart;Add to cart process;ERROR;28.49;5;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;1;process;test_filter;Application of filters process;ERROR;40.69;5;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;3;process;test_filter;Application of filters process;FAIL;16.86;5;AssertionError;TRUE;MB
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;3;process;test_addtocart;Add to cart process;ERROR;32.26;5;Timeout;TRUE;MB
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;2;process;test_filter;Application of filters process;FAIL;36.61;4;AssertionError;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;4;process;test_addtocart;Add to cart process;SUCCESS;8.38;9;OK;OK;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;3;process;test_checkout;Checkout process;ERROR;29.21;1;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;4;process;test_checkout;Checkout process;ERROR;13.21;10;ClickIntercepted;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;5;process;test_addtocart;Add to cart process;SUCCESS;10.78;9;OK;OK;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;4;process;test_filter;Application of filters process;FAIL;22.21;4;AssertionError;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;5;process;test_checkout;Checkout process;ERROR;33.79;9;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;medium;source;1920x893;5;process;test_filter;Application of filters process;ERROR;32.51;4;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;1;process;test_filter;Application of filters process;FAIL;22.22;3;AssertionError;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;1;process;test_addtocart;Add to cart process;ERROR;31.37;9;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;1;process;test_checkout;Checkout process;ERROR;37.04;9;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;2;process;test_filter;Application of filters process;ERROR;12.27;4;NoSuchElement;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;3;process;test_addtocart;Add to cart process;SUCCESS;12.96;9;OK;OK;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;2;process;test_addtocart;Add to cart process;FAIL;33.77;9;AssertionError;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;3;process;test_checkout;Checkout process;ERROR;13.25;16;ClickIntercepted;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;2;process;test_checkout;Checkout process;ERROR;36.46;9;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;3;process;test_filter;Application of filters process;ERROR;18.89;3;AttributeError;TRUE;NO
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;4;process;test_addtocart;Add to cart process;SUCCESS;16.46;9;OK;OK;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;4;process;test_checkout;Checkout process;ERROR;16.79;17;ClickIntercepted;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;5;process;test_addtocart;Add to cart process;FAIL;7.66;9;AssertionError;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;4;process;test_filter;Application of filters process;ERROR;36.32;5;Timeout;TRUE;MB
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;5;process;test_filter;Application of filters process;ERROR;27.7;6;Timeout;FALSE;
20250422_170146;Cezerin;gpt4o;GPT-4o;detailed;1024;1024x1024;5;process;test_checkout;Checkout process;ERROR;32.91;9;Timeout;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;1;process;test_addtocart;Add to cart process;SUCCESS;23.72;9;OK;OK;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;1;process;test_checkout;Checkout process;ERROR;23.87;10;ElementNotInteractable;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;1;process;test_filter;Application of filters process;FAIL;26.78;5;AssertionError;FALSE;
20250422_170810;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;2;process;test_checkout;Checkout process;ERROR;43.12;9;Timeout;TRUE;MB
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;3;process;test_addtocart;Add to cart process;FAIL;11.7;9;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;3;process;test_checkout;Checkout process;ERROR;8.97;10;ElementNotInteractable;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;2;process;test_filter;Application of filters process;ERROR;17.16;5;NoSuchElement;TRUE;NO
20250422_170810;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;4;process;test_addtocart;Add to cart process;SUCCESS;19.71;9;OK;OK;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;4;process;test_filter;Application of filters process;FAIL;18.82;4;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;4;process;test_checkout;Checkout process;ERROR;20.2;10;ClickIntercepted;TRUE;MB
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;5;process;test_addtocart;Add to cart process;FAIL;16.07;9;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;3;process;test_filter;Application of filters process;ERROR;41.82;5;Timeout;FALSE;
20250422_170810;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;5;process;test_checkout;Checkout process;ERROR;18.14;16;ClickIntercepted;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;1;process;test_checkout;Checkout process;ERROR;16.94;10;ElementNotInteractable;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;1;process;test_addtocart;Add to cart process;FAIL;33.37;9;AssertionError;TRUE;MB
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;1;process;test_filter;Application of filters process;ERROR;12.35;2;NoSuchElement;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;5;process;test_filter;Application of filters process;ERROR;36.98;5;Timeout;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;2;process;test_checkout;Checkout process;ERROR;15.52;10;ClickIntercepted;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;3;process;test_addtocart;Add to cart process;SUCCESS;10.34;9;OK;OK;
20250422_170810;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;2;process;test_addtocart;Add to cart process;ERROR;29.91;9;Timeout;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;2;process;test_filter;Application of filters process;ERROR;19.59;4;NoSuchElement;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;3;process;test_checkout;Checkout process;ERROR;12.11;11;ClickIntercepted;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;3;process;test_filter;Application of filters process;ERROR;34.45;2;Timeout;FALSE;
20250422_170810;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;4;process;test_checkout;Checkout process;ERROR;20.75;10;ClickIntercepted;TRUE;MB
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;5;process;test_addtocart;Add to cart process;SUCCESS;15.38;9;OK;OK;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;4;process;test_filter;Application of filters process;ERROR;16.8;5;NoSuchElement;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;4;process;test_addtocart;Add to cart process;ERROR;40.58;9;Timeout;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;5;process;test_checkout;Checkout process;ERROR;29.22;5;Timeout;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;1;ui;test_category_a_1;Product pages;FAIL;30.68;5;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;1;ui;test_category_a;Product pages;FAIL;30.15;2;AssertionError;FALSE;
20250422_170810;Cezerin;gpt4o;GPT-4o;detailed;source;1920x893;5;process;test_filter;Application of filters process;ERROR;30.76;5;Timeout;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;1;ui;test_home;Home page;FAIL;27.57;5;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;2;ui;test_category_a_1;Product pages;SUCCESS;16.13;7;OK;OK;
20250422_170810;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;3;ui;test_category_a;Product pages;FAIL;29.29;3;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;2;ui;test_category_a;Product pages;FAIL;35.41;5;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;2;ui;test_home;Home page;FAIL;28.18;1;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;3;ui;test_category_a_1;Product pages;FAIL;27.98;5;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;3;ui;test_home;Home page;FAIL;30.2;3;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;4;ui;test_category_a_1;Product pages;FAIL;29.4;6;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;5;ui;test_category_a;Product pages;FAIL;12.47;5;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;5;ui;test_category_a_1;Product pages;SUCCESS;9.33;9;OK;OK;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;4;ui;test_home;Home page;FAIL;27.52;3;AssertionError;FALSE;
20250422_170810;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;4;ui;test_category_a;Product pages;FAIL;36.86;5;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;1024;1024x1024;5;ui;test_home;Home page;SUCCESS;12.53;1;OK;OK;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;768;768x768;1;ui;test_category_a;Product pages;FAIL;13.91;3;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;768;768x768;1;ui;test_home;Home page;FAIL;30.63;2;AssertionError;FALSE;
20250422_170810;Cezerin;gpt4o;GPT-4o;simple;768;768x768;2;ui;test_category_a;Product pages;FAIL;30.15;3;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;768;768x768;1;ui;test_category_a_1;Product pages;FAIL;39.13;3;AssertionError;FALSE;
20250422_170809;Cezerin;gpt4o;GPT-4o;simple;768;768x768;2;ui;test_category_a_1;Product pages;FAIL;31.65;10;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;768;768x768;2;ui;test_home;Home page;SUCCESS;13.67;8;OK;OK;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;768;768x768;3;ui;test_home;Home page;FAIL;30.97;3;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;768;768x768;3;ui;test_category_a_1;Product pages;FAIL;31.02;2;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;768;768x768;3;ui;test_category_a;Product pages;FAIL;30.52;3;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;detailed;768;768x768;2;process;test_addtocart;Add to cart process;ERROR;33.01;9;Timeout;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;768;768x768;4;ui;test_home;Home page;SUCCESS;12.72;6;OK;OK;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;768;768x768;4;ui;test_category_a;Product pages;FAIL;29.57;6;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;768;768x768;5;ui;test_home;Home page;SUCCESS;8.11;7;OK;OK;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;768;768x768;4;ui;test_category_a_1;Product pages;FAIL;31.54;1;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;768;768x768;5;ui;test_category_a;Product pages;FAIL;32.02;2;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;768;768x768;5;ui;test_category_a_1;Product pages;FAIL;32.57;6;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;1;ui;test_category_a_1;Product pages;FAIL;10.2;1;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;2;ui;test_category_a;Product pages;SUCCESS;10.73;9;OK;OK;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;1;ui;test_category_a;Product pages;ERROR;32.46;5;Timeout;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;1;ui;test_home;Home page;FAIL;30.6;2;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;3;ui;test_category_a;Product pages;SUCCESS;8.92;7;OK;OK;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;2;ui;test_category_a_1;Product pages;FAIL;29.19;8;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;2;ui;test_home;Home page;FAIL;31.76;3;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;3;ui;test_category_a_1;Product pages;FAIL;27.81;5;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;3;ui;test_home;Home page;FAIL;30.16;6;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;4;ui;test_category_a_1;Product pages;FAIL;27.52;4;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;4;ui;test_category_a;Product pages;ERROR;34.49;3;Timeout;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;5;ui;test_category_a;Product pages;FAIL;14.03;3;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;4;ui;test_home;Home page;ERROR;32.37;3;Timeout;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;1;ui;test_home;Home page;FAIL;6.24;1;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;1;ui;test_category_a_1;Product pages;FAIL;27.65;2;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;1;ui;test_category_a;Product pages;FAIL;28.15;4;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;5;ui;test_home;Home page;FAIL;33.88;4;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;simple;source;1920x893;5;ui;test_category_a_1;Product pages;FAIL;36.93;8;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;2;ui;test_category_a;Product pages;FAIL;17.79;1;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;3;ui;test_category_a;Product pages;FAIL;11.88;1;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;2;ui;test_home;Home page;ERROR;20.14;10;Timeout;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;2;ui;test_category_a_1;Product pages;FAIL;29.77;3;AssertionError;FALSE;
20250422_171506;Cezerin;gpt4o;GPT-4o;medium;1024;1024x1024;3;ui;test_category_a_1;Product pages;FAIL;30.88;3;AssertionError;FALSE;
