Timestamp;Source;Project;Model;Model Name;PromptType;Resolution;Resolution Name;RunID;Test Type;TestModule;ReadableName;Status;ExecutionTime(sec);Step count;ErrorType;FilePath
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;simple;source;1920x893;1;ui;test_home;Home page;ERROR;4.04;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\simple\source\1\test_home.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;detailed;source;1920x893;1;process;test_login;Authorization process;ERROR;24.32;1;Timeout;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\zeroshot\detailed\source\1\test_login.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;simple;source;1920x893;1;ui;test_register;Registration process;ERROR;0.79;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\simple\source\1\test_register.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;simple;source;1920x893;1;ui;test_login;Authorization process;ERROR;4.09;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\simple\source\1\test_login.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;detailed;672;672x672;1;process;test_login;Authorization process;ERROR;23.95;1;Timeout;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\zeroshot\detailed\672\1\test_login.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;simple;672;672x672;1;ui;test_chairs;Product pages;ERROR;8.11;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\simple\672\1\test_chairs.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;simple;672;672x672;1;ui;test_home;Home page;ERROR;4.67;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\simple\672\1\test_home.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;detailed;672;672x672;1;process;test_filter;Application of filters process;ERROR;41.49;3;Timeout;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\zeroshot\detailed\672\1\test_filter.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;simple;672;672x672;1;ui;test_register;Registration process;ERROR;13.02;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\simple\672\1\test_register.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;medium;source;1920x893;1;ui;test_chairs;Product pages;ERROR;0.79;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\medium\source\1\test_chairs.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;medium;source;1920x893;1;ui;test_home;Home page;ERROR;1.64;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\medium\source\1\test_home.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;simple;672;672x672;1;ui;test_tables;Product pages;ERROR;4.17;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\simple\672\1\test_tables.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;medium;source;1920x893;1;ui;test_register;Registration process;FALSE_SUCCESS;0.0;0;OK;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\medium\source\1\test_register.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;medium;source;1920x893;1;ui;test_login;Authorization process;ERROR;1.62;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\medium\source\1\test_login.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;medium;672;672x672;1;ui;test_chairs;Product pages;ERROR;0.86;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\medium\672\1\test_chairs.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;medium;source;1920x893;1;ui;test_tables;Product pages;ERROR;4.17;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\medium\source\1\test_tables.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;simple;672;672x672;1;ui;test_login;Authorization process;ERROR;24.25;1;Timeout;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\simple\672\1\test_login.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;medium;672;672x672;1;ui;test_login;Authorization process;SUCCESS;3.82;4;OK;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\medium\672\1\test_login.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;detailed;source;1920x893;1;ui;test_chairs;Product pages;ERROR;1.66;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\detailed\source\1\test_chairs.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;medium;672;672x672;1;ui;test_home;Home page;ERROR;27.32;2;Timeout;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\medium\672\1\test_home.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;detailed;source;1920x893;1;ui;test_login;Authorization process;ERROR;0.82;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\detailed\source\1\test_login.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;simple;source;1920x893;1;ui;test_chairs;Product pages;ERROR;74.31;6;Timeout;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\simple\source\1\test_chairs.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;detailed;source;1920x893;1;ui;test_tables;Product pages;FALSE_SUCCESS;0.0;0;OK;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\detailed\source\1\test_tables.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;detailed;672;672x672;1;ui;test_chairs;Product pages;ERROR;0.89;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\detailed\672\1\test_chairs.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;detailed;source;1920x893;1;ui;test_home;Home page;ERROR;24.01;1;Timeout;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\detailed\source\1\test_home.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;detailed;672;672x672;1;ui;test_home;Home page;ERROR;3.48;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\detailed\672\1\test_home.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;detailed;672;672x672;1;ui;test_register;Registration process;ERROR;0.79;0;TypeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\detailed\672\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);simple;NO;No screenshot;1;process;test_addtocart;Add to cart process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\simple\1\test_addtocart.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);simple;NO;No screenshot;1;process;test_checkout;Checkout process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\simple\1\test_checkout.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);simple;NO;No screenshot;1;process;test_filter;Application of filters process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\simple\1\test_filter.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);simple;NO;No screenshot;1;process;test_login;Authorization process;ERROR;3.28;1;AttributeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\simple\1\test_login.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);simple;NO;No screenshot;1;process;test_register;Registration process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\simple\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);medium;NO;No screenshot;1;process;test_addtocart;Add to cart process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\medium\1\test_addtocart.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);medium;NO;No screenshot;1;process;test_checkout;Checkout process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\medium\1\test_checkout.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);medium;NO;No screenshot;1;process;test_filter;Application of filters process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\medium\1\test_filter.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);medium;NO;No screenshot;1;process;test_login;Authorization process;ERROR;3.32;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\medium\1\test_login.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;simple;source;1920x893;1;ui;test_tables;Product pages;ERROR;74.5;7;Timeout;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\simple\source\1\test_tables.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);detailed;NO;No screenshot;1;process;test_addtocart;Add to cart process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\detailed\1\test_addtocart.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);detailed;NO;No screenshot;1;process;test_checkout;Checkout process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\detailed\1\test_checkout.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);detailed;NO;No screenshot;1;process;test_filter;Application of filters process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\detailed\1\test_filter.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);detailed;NO;No screenshot;1;process;test_login;Authorization process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\detailed\1\test_login.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);detailed;NO;No screenshot;1;process;test_register;Registration process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\detailed\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);simple;NO;No screenshot;1;ui;test_chairs;Product pages;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\simple\1\test_chairs.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);simple;NO;No screenshot;1;ui;test_home;Home page;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\simple\1\test_home.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);simple;NO;No screenshot;1;ui;test_login;Authorization process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\simple\1\test_login.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);simple;NO;No screenshot;1;ui;test_register;Registration process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\simple\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);simple;NO;No screenshot;1;ui;test_tables;Product pages;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\simple\1\test_tables.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);medium;NO;No screenshot;1;ui;test_chairs;Product pages;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\medium\1\test_chairs.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);medium;NO;No screenshot;1;ui;test_home;Home page;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\medium\1\test_home.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);medium;NO;No screenshot;1;ui;test_login;Authorization process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\medium\1\test_login.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);medium;NO;No screenshot;1;ui;test_register;Registration process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\medium\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);medium;NO;No screenshot;1;ui;test_tables;Product pages;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\medium\1\test_tables.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);detailed;NO;No screenshot;1;ui;test_chairs;Product pages;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\detailed\1\test_chairs.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);detailed;NO;No screenshot;1;ui;test_home;Home page;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\detailed\1\test_home.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);detailed;NO;No screenshot;1;ui;test_login;Authorization process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\detailed\1\test_login.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);detailed;NO;No screenshot;1;ui;test_register;Registration process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\ui\detailed\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3HTML;LLaVA-LLaMA3 (only HTML);medium;NO;No screenshot;1;process;test_register;Registration process;ERROR;3.77;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3HTML\zeroshot\medium\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;source;1920x893;1;process;test_addtocart;Add to cart process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\simple\source\1\test_addtocart.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;source;1920x893;1;process;test_checkout;Checkout process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\simple\source\1\test_checkout.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;source;1920x893;1;process;test_filter;Application of filters process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\simple\source\1\test_filter.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;source;1920x893;1;process;test_login;Authorization process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\simple\source\1\test_login.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;source;1920x893;1;process;test_register;Registration process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\simple\source\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;672;672x672;1;process;test_addtocart;Add to cart process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\simple\672\1\test_addtocart.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;672;672x672;1;process;test_checkout;Checkout process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\simple\672\1\test_checkout.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;672;672x672;1;process;test_filter;Application of filters process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\simple\672\1\test_filter.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;672;672x672;1;process;test_login;Authorization process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\simple\672\1\test_login.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;672;672x672;1;process;test_register;Registration process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\simple\672\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;medium;source;1920x893;1;process;test_addtocart;Add to cart process;ERROR;0.0;0;AttributeError;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\medium\source\1\test_addtocart.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;medium;source;1920x893;1;process;test_checkout;Checkout process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\medium\source\1\test_checkout.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;medium;source;1920x893;1;process;test_filter;Application of filters process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\medium\source\1\test_filter.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;medium;source;1920x893;1;process;test_login;Authorization process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\medium\source\1\test_login.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;medium;source;1920x893;1;process;test_register;Registration process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\medium\source\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;medium;672;672x672;1;process;test_addtocart;Add to cart process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\medium\672\1\test_addtocart.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;medium;672;672x672;1;process;test_checkout;Checkout process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\medium\672\1\test_checkout.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;medium;672;672x672;1;process;test_filter;Application of filters process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\medium\672\1\test_filter.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;medium;672;672x672;1;process;test_login;Authorization process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\medium\672\1\test_login.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;medium;672;672x672;1;process;test_register;Registration process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\medium\672\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;detailed;source;1920x893;1;process;test_addtocart;Add to cart process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\detailed\source\1\test_addtocart.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;detailed;source;1920x893;1;process;test_checkout;Checkout process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\detailed\source\1\test_checkout.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;detailed;source;1920x893;1;process;test_filter;Application of filters process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\detailed\source\1\test_filter.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;detailed;source;1920x893;1;process;test_login;Authorization process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\detailed\source\1\test_login.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;detailed;source;1920x893;1;process;test_register;Registration process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\detailed\source\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;detailed;672;672x672;1;process;test_addtocart;Add to cart process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\detailed\672\1\test_addtocart.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;detailed;672;672x672;1;process;test_checkout;Checkout process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\detailed\672\1\test_checkout.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;detailed;672;672x672;1;process;test_filter;Application of filters process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\detailed\672\1\test_filter.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;detailed;672;672x672;1;process;test_login;Authorization process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\detailed\672\1\test_login.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;detailed;672;672x672;1;process;test_register;Registration process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\zeroshot\detailed\672\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;source;1920x893;1;ui;test_chairs;Product pages;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\ui\simple\source\1\test_chairs.py
20250523_180159;tests;shopizer;llava7bllama3.1.8b;LLaVA:7b combined with LLaMA3.1:8b;medium;672;672x672;1;ui;test_tables;Product pages;ERROR;51.56;4;Timeout;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava7bllama3.1.8b\ui\medium\672\1\test_tables.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;source;1920x893;1;ui;test_login;Authorization process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\ui\simple\source\1\test_login.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;source;1920x893;1;ui;test_register;Registration process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\ui\simple\source\1\test_register.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;source;1920x893;1;ui;test_tables;Product pages;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\ui\simple\source\1\test_tables.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;672;672x672;1;ui;test_chairs;Product pages;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\ui\simple\672\1\test_chairs.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;672;672x672;1;ui;test_home;Home page;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\ui\simple\672\1\test_home.py
20250523_180159;tests;shopizer;llava-llamav3;LLaVA-LLaMA3;simple;672;672x672;1;ui;test_login;Authorization process;LOAD_ERROR;0.0;0;Other;C:\diana\MasterCode\code\Projects\shopizer\Processes\tests\llava-llamav3\ui\simple\672\1\test_login.py
